attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,description,top_review,ID
The Florida Tropical House,"127 W Lake Front Dr, Beverly Shores, IN 46301-0180",46301,4.5,10,https://www.tripadvisor.com/Attraction_Review-g36935-d126362-Reviews-The_Florida_Tropical_House-Beverly_Shores_Indiana.html,"This pink, art-deco historic home is open to the public twice a year.","As a Floridian, this was my favorite house of the Century of Progress.  It is odd to find a pink, Art Deco house that looks like South Beach on the shores of Lake Michigan but it look great against the greenish blue lake.  It was also cool to see the home juxtaposed against the skyline of Chicago in the background knowing that the home was first viewed in that city during the Century of Progress in 1933.  Again we enjoyed seeing all the homes, but this was the favorite.",1073
House of Tomorrow,"127 W Lake Front Dr, Beverly Shores, IN 46301-0180",46301,3,13,https://www.tripadvisor.com/Attraction_Review-g36935-d126363-Reviews-House_of_Tomorrow-Beverly_Shores_Indiana.html,"This 12-sided, three-story glass house was originally part of a planned community of experimental homes.","I know other reviewers have had negative remarks because the one home is in major disrepair, but there are several homes here, all with signage telling you more about the property (i.e. building style, cost, etc). I found it to be really interesting as I enjoy architecture and history. If you’re going expecting a grand home, these were grand decades ago, not as much now. Still, it’s fun learning what made them so special and innovative at the time. The beach/water are also beautiful in Beverly Shores so that made it a nice trip also. ",1228
The Depot - Beverly Shores History Museum & Art Gallery,"525 Broadway, Beverly Shores, IN 46301",46301,4.5,8,https://www.tripadvisor.com/Attraction_Review-g36935-d9995171-Reviews-The_Depot_Beverly_Shores_History_Museum_Art_Gallery-Beverly_Shores_Indiana.html,The Depot - Beverly Shores History Museum & Art Gallery,"This little gallery is a must stop along Rt 12 in Beverly Shores, IN. Caryn Brown, curator, has wonderful exhibits all through the summer months, and there is also a small gift shop with unusual items created by local artists. ",1346
Great Marsh Trail,"S Broadway, Beverly Shores, IN 46301",46301,4.5,6,https://www.tripadvisor.com/Attraction_Review-g36935-d18936113-Reviews-Great_Marsh_Trail-Beverly_Shores_Indiana.html,Great Marsh Trail,,1479
Dune Ridge Trail,"300 East State Park Road, Beverly Shores, IN 46301",46301,4,8,https://www.tripadvisor.com/Attraction_Review-g36935-d19387984-Reviews-Dune_Ridge_Trail-Beverly_Shores_Indiana.html,Dune Ridge Trail,This family hike can be found in the big beach parking area off State Park Road.,1601
Wieboldt-Rostone House,"Dunbar Ave., Beverly Shores, IN 46301-0180",46301,3.5,2,https://www.tripadvisor.com/Attraction_Review-g36935-d18977218-Reviews-Wieboldt_Rostone_House-Beverly_Shores_Indiana.html,Wieboldt-Rostone House,Design for 1933 fair “Century for progress” in Chicago it is one of the 8 houses brought from the city on batches to this shore to promote real estate and vacation home sales. This house is one of 4 houses which are located next to each other so because of this near approximate they feel special. And there are in front of each house displayed info boards with history which explain significancy of each of them. ,1613
The Museum at Lassen's Resort,"7408 Constitution Ave, Cedar Lake, IN 46303-9186",46303,4.5,18,https://www.tripadvisor.com/Attraction_Review-g36996-d6781551-Reviews-The_Museum_at_Lassen_s_Resort-Cedar_Lake_Indiana.html,"The 1920's Come Alive on the Lake at The Museum at Lassen's Resort: Unwind and discover while you explore how Cedar Lake enriched a region and touched lives around the world. Ride the Dewey Line boats and learn resort-era history. Rock the afternoon away as you lounge on the wrap-around porch and enjoy the magnificent lake view. Tour imaginative exhibits that tell The Story of Cedar Lake from its glacial formation through the early 20th Century. Experience special events and make memories that will last a lifetime. Take home a piece of Cedar Lake history with souvenirs from the general store. Did you know that Dr. William Scholl learned his shoe making skills from his grandfather in Cedar Lake? Or that the Cobe Cup race route, the precursor to the Indianapolis 500, ran through Cedar Lake? Whether it is history, recreation, or education you seek, the museum has something for all ages!",Cedar Lake has such an interesting history. What a gem this museum is for the town. From a mastodon femur that was found to the steamboat exhibit (and rides). It brings this 1920’s resort back to life. I personally love the school room! Definitely check it out!!,714
Cedar Lake Resale and Antiques,"12834 Wicker Ave, Cedar Lake, IN 46303-8883",46303,4,2,https://www.tripadvisor.com/Attraction_Review-g36996-d12282667-Reviews-Cedar_Lake_Resale_and_Antiques-Cedar_Lake_Indiana.html,Cedar Lake Resale and Antiques,"Lots of fun stuff to browse, just a bit tightly arranged, hard to maneuver through store without knocking something over. Prices are good. You never know what kind of fun stuff they might have. Well worth the trip.",1252
Locked In At The Lake,"12937 Wicker Ave, Cedar Lake, IN 46303-9343",46303,5,4,https://www.tripadvisor.com/Attraction_Review-g36996-d16131379-Reviews-Locked_In_At_The_Lake-Cedar_Lake_Indiana.html," Feel the breeze of Cedar Lake in our Lake House escape room for adults and Redbeard’s Quest escape room for kids. We are Northwest Indiana’s first kids escape room! Book online at https://www.lockedinatthelake.com
",,1976
2 Old Goats Market,"12615 Wicker Ave, Cedar Lake, IN 46303-8024",46303,4.5,2,https://www.tripadvisor.com/Attraction_Review-g36996-d19270695-Reviews-2_Old_Goats_Market-Cedar_Lake_Indiana.html,"We offer Repurposed Antiques, Dixie Belle Chalk Paints, Worksops, Local Artisan Goods, Ladies and Baby Girls Clothing, Jewelry, Spa Products, Gourmet Specialty Food, Candles and Much Much More!!",,2441
Indiana Dunes National Park,"1215 N State Road 49, Porter, IN 46304-1369",46304,4,485,https://www.tripadvisor.com/Attraction_Review-g60861-d5990503-Reviews-Indiana_Dunes_National_Park-Porter_Indiana.html,Indiana Dunes National Park,"For a national park, this was unimpressive. The best part we saw was the 1933 World's Fair homes. The worst part was the fact that this part just is not up to the natural beauty we have seen at so many other national parks. It is scattered through many different areas. Some of the protected areas just don't seem that special: an old farm, a fur trapper's cabin/house, and some beaches. It used to be a national lakeshore, which honestly seems much more appropriate than national park designation. The park film is basically a 30 minute commercial for stuff you can do in the park (fishing, boating, beach, hiking, cross country skiing, birding, etc) with minimal information about the dune's formation or history. I can understand the desire to protect a very diverse ecological environment, but I really don't understand why this became a national park when most of it was already protected by its state park designation and/or previous national seashore designation. The staff at the Paul H. Douglas Center were great and very helpful. A few animals can be viewed there. This is currently on a road that is completely torn up for construction, but there are signs directing you to a parking area. The main visitor center in Porter, IN is not as helpful. A few random exhibits, the previously mentioned skippable park movie, and a large gift shop are there. Honestly, the main reason we went was to get the Junior Ranger badge for the kids. This involved watching the park movie, visiting both visitor's centers, seeing a beach, hiking the Dunes Succession trail (which is not clearly marked for the start at all...), visiting the farm, visiting the fur trapper cabin/house, and answering a few other questions. So we did spend like 4 hours ""in"" the park trying to accomplish all of that. I have zero plans to revisit this park, because there just is not much there in terms of natural beauty.",94
Indiana Dunes State Park,"1600 N 25 E, Chesterton, IN 46304-1142",46304,4.5,891,https://www.tripadvisor.com/Attraction_Review-g37006-d259610-Reviews-Indiana_Dunes_State_Park-Chesterton_Indiana.html,"Indiana Dunes State Park consists of 2,182 acres of primitive, beautiful, historic and unique Hoosier landscape. It lies at the north end of State Road 49 in Porter County, and includes more than three miles of beautiful beach along Lake Michigan’s southern shore. In the early 1900s scientists, recreationists and nature enthusiasts, recognizing the value and potential of the Indiana dunes area, fought to have the region preserved. As a result, in 1925, the state park was established.Large sand dunes, located beyond the entire shoreline, have taken thousands of years to form, and tower nearly 200 feet above Lake Michigan. A wide range of habitats and plant species are found in the park, with vegetation stabilizing some of the sand. These habitats provide homes for many types of plants and animals. The lake also provides habitat for many aquatic species, as well as a constantly changing fishery.Indiana Dunes State Park features a wide variety of habitats, including beach, sand dunes, black oak forest, wooded wetlands, and a button-bush marsh. Together, these areas contain some of the most diverse flora and fauna in the Midwest. Botanists from across the country enjoy studying the unusual collection of plant life. Other interesting features include “tree graveyards” (places where forests have been buried by sand and then, more recently, re-exposed by wind erosion). “Tree graveyards” can be seen in Big Blowout, near Trail 10. The Indiana Dunes area also is renowned throughout the Midwest for its birding. Visit the Nature Center to ask about good birding locations.Indiana Dunes State Park is surrounded by Indiana Dunes National Lakeshore, a federally administered park comprising approximately 15,000 acres.",Wow!  I've lived in this general area all my life and had no idea there was so much to do and see.  I think you could spend a lifetime exploring and still not see everything.  Lots of educational programs too.  There's a lot more to the Dunes than the beach.,241
Chesterton’s European Market,"220 Broadway, Chesterton, IN 46304-2422",46304,4.5,69,https://www.tripadvisor.com/Attraction_Review-g37006-d10006528-Reviews-Chesterton_s_European_Market-Chesterton_Indiana.html,Chesterton’s European Market,,262
Running Vines Winery,"119 S Calumet Rd, Chesterton, IN 46304-2493",46304,4.5,29,https://www.tripadvisor.com/Attraction_Review-g37006-d8869969-Reviews-Running_Vines_Winery-Chesterton_Indiana.html,Running Vines Winery,"Running Vines was a short walk from our lodging, and given that we stopped there after our 1st choice, the wine tasting in the park, was sold out, we definitely made the right choice.  We had our little dog with us, so we assumed we'd have to sit in the street patio area, but she was allowed inside with us.  We ordered a fiore salad and split it, and also got the antipasto plate.  Both were reasonably priced and were more than enough for the two of us as well as being delicious.  My wife had a malbec (and bought a bottle to take with us) and I had a cider.  Both were great, and out of curiosity I had a wine slushee (The Good Witch) and it was so good I had another.",287
Indiana Dunes Visitor Center,"1215 N State Road 49, Porter, IN 46304-1369",46304,4.5,96,https://www.tripadvisor.com/Attraction_Review-g60861-d11567650-Reviews-Indiana_Dunes_Visitor_Center-Porter_Indiana.html,"The Indiana Dunes Visitor Center is open to the public from 8:00 AM to 6:00 pm from Memorial Day to Labor Day and 8:30 am to 4:30 pm the rest of the year. The information desk, restrooms, and the national park gift shop are open. In addition to the gift shop, 3 Dune Challenge and Indiana Dunes apparel are available at the information desk. Doggie bandanas are also in stock! Masks are required to enter the building due to a federal mandate.",,344
